threshold,signal_yield,background_yield,signal_events,background_events,signal_efficiency,background_efficiency,signal_over_background,signal_over_sqrt_background,signal_neff,background_neff,asimov_z_bkg_syst_0pct,asimov_z_bkg_syst_1pct,asimov_z_bkg_syst_5pct,asimov_z_bkg_syst_10pct
0.0005148051226522393,212.60969999999992,195901499.99999988,184878,385380,1.0,0.982999400579015,1.085288780330932e-06,0.015190224553953285,184877.99999999988,385379.9999999993,0.015190221808655164,0.0,9.813509728095217e-05,4.555462761496376e-05
0.0005220246601278682,212.60969999999992,195769841.66666657,184878,385121,1.0,0.9823387621318981,1.0860186543032824e-06,0.015195331529315986,184877.99999999988,385120.99999999936,0.015195328776930195,0.00016782682008853047,0.0,0.0
0.0005264784240486645,212.60969999999992,195702233.33333322,184878,384988,1.0,0.9819995153617569,1.0863938360778374e-06,0.015197956032649855,184877.99999999988,384987.9999999993,0.0151979532809081,0.00024487272944052375,0.0,0.0
0.0005381024358585524,212.60969999999992,195502966.66666657,184878,384596,1.0,0.9809996301444988,1.0875011444839117e-06,0.015205699328816845,184877.99999999988,384595.9999999993,0.015205696573346398,0.0,0.0001819328232836965,0.0
0.000539272210563998,212.60969999999992,195477041.66666657,184878,384545,1.0,0.9808695430371513,1.0876453735295855e-06,0.015206707617775553,184877.99999999988,384544.99999999936,0.015206704859710946,0.0001824380434232485,0.0002505451889513951,0.00012393305294514592
0.0005490900698497355,212.60969999999992,195303699.9999999,184878,384204,1.0,0.9799997449272405,1.08861071244426e-06,0.015213454472589726,184877.99999999988,384203.9999999995,0.015213451710889966,0.0003499514761749583,0.0,0.00025108568669232297
0.0005556108475372843,212.60969999999992,195183733.33333322,184878,383968,1.0,0.9793977732148095,1.089279810202763e-06,0.015218129111795126,184877.99999999988,383967.9999999993,0.015218126351186679,0.0002568057256585668,0.0,0.0
0.0005598991790280643,212.60969999999992,195104433.33333322,184878,383812,1.0,0.9789998597099823,1.0897225468821573e-06,0.015221221494211668,184877.99999999988,383811.99999999936,0.015221218731451014,0.00035132962320493085,0.0,0.0
0.0005710568132763238,212.60969999999992,194905166.66666657,184878,383420,1.0,0.977999974492724,1.09083665474919e-06,0.015229000424034035,184877.99999999988,383419.99999999936,0.01522899765417376,0.0,0.0,0.0001974907085707145
0.0005716555595312641,212.60969999999992,194890424.9999999,184878,383391,1.0,0.9779260033924677,1.0909191665008684e-06,0.015229576379991653,184877.99999999988,383390.9999999994,0.015229573609900739,0.0,0.000159148865955655,7.74353037311945e-05
0.0005820500936248986,212.60969999999992,194705899.9999999,184878,383028,1.0,0.9770000892754659,1.0919530430254041e-06,0.015236791292516878,184877.99999999988,383027.9999999994,0.015236788518654149,0.00024965563061420625,0.0001215037286697454,0.00015802222660897842
0.0005889705011580739,212.60969999999992,194597116.66666657,184878,382814,1.0,0.9764542335701258,1.092563464669355e-06,0.015241049519449509,184877.99999999988,382813.99999999936,0.015241046743761689,0.0,0.0002745549425945248,0.00020028195663271064
0.0005946751088025424,212.60969999999992,194506633.33333322,184878,382636,1.0,0.9760002040582075,1.0930717187194474e-06,0.015244594130229444,184877.99999999988,382635.9999999993,0.015244591351328518,0.0,0.0,9.796474325952601e-05
0.0006080306169739343,212.60969999999992,194307366.66666657,184878,382244,1.0,0.9750003188409494,1.0941926888687187e-06,0.015252408967850668,184877.99999999988,382243.9999999994,0.015252406186004675,0.0,0.0,0.0
0.000608336631319878,212.60969999999992,194303808.33333322,184878,382237,1.0,0.974982463747784,1.0942127270879965e-06,0.015252548627765811,184877.99999999988,382236.99999999936,0.015252545845314823,0.0001812043803578593,0.0,0.0
0.0006206679319279986,212.60969999999992,194108099.9999999,184878,381852,1.0,0.9740004336236912,1.0953159605395138e-06,0.015260235836169695,184877.99999999988,381851.9999999994,0.015260233050805505,0.0002535269314423,0.0,0.0
0.0006273624825673229,212.60969999999992,194010499.9999999,184878,381660,1.0,0.9735106939254423,1.0958669762719029e-06,0.015264073803053897,184877.99999999988,381659.9999999994,0.015264071014142353,0.0,0.0,0.00011381034903696804
0.0006331833898120244,212.60969999999992,193908833.33333322,184878,381460,1.0,0.9730005484064329,1.0964415408271759e-06,0.015268074766086376,184877.99999999988,381459.9999999993,0.015268071975629344,0.00032358207236246183,0.0,0.0
0.000646295727380501,212.60854999999992,193718208.33333322,184877,381085,0.9999945910275966,0.9720440255582904,1.097514538407055e-06,0.01527550243411467,184876.9999999999,381084.99999999936,0.015275499639098866,0.0001366530878092121,0.0,0.0002035849638228096
0.0006468065160960123,212.60854999999992,193709566.66666657,184877,381068,0.9999945910275966,0.9720006631891747,1.0975635001334473e-06,0.015275843161550754,184876.9999999999,381067.9999999993,0.01527584036835308,0.0,5.2712646360100154e-05,0.00014785402174359596
0.000659667808662437,212.60854999999992,193510299.9999999,184877,380676,0.9999945910275966,0.9710007779719165,1.098693712944479e-06,0.015283706265276163,184876.9999999999,380675.9999999995,0.015283703466962022,0.0,5.2909337618604936e-06,0.0
0.0006659464871365919,212.60854999999992,193424391.66666657,184877,380507,0.9999945910275966,0.9705697050083536,1.0991816914507553e-06,0.0152870999736998,184876.9999999999,380506.9999999994,0.01528709717377354,0.0,0.0,0.0002494236344469494
0.0006743540024330639,212.60854999999992,193311033.33333322,184877,380284,0.9999945910275966,0.9700008927546582,1.099826255821577e-06,0.015291581523902437,184876.9999999999,380283.99999999936,0.015291578722286562,0.0003348050318238146,0.0,0.0002489344390647802
0.0006864189083782557,212.60854999999992,193131083.33333322,184877,379930,0.9999945910275966,0.9690979351860117,1.1008510195795344e-06,0.015298703835254356,184876.9999999999,379929.99999999936,0.015298701027899373,0.00023423175470855645,0.0,0.0
0.000687737230249404,212.60854999999992,193111766.66666657,184877,379892,0.9999945910275966,0.9690010075374,1.100961135977732e-06,0.01529946896877726,184876.9999999999,379891.99999999936,0.015299466161996358,0.0,0.00025206714131694927,0.0001923073481480836
0.0007022944728847282,212.60854999999992,192912499.9999999,184877,379500,0.9999945910275966,0.9680011223201419,1.1020983606557377e-06,0.01530736863136161,184876.9999999999,379499.9999999994,0.015307365821101926,0.0,0.0,0.00010316027609077776
0.0007085777428533429,212.60854999999992,192837774.9999999,184877,379353,0.9999945910275966,0.96762616536367,1.1025254258404507e-06,0.015310334161149804,184876.9999999999,379352.9999999994,0.015310331347348482,0.00032097894219789216,0.0002141296776900112,0.00010545056362893868
0.0007206426150478518,212.60854999999992,192713233.33333322,184877,379108,0.9999945910275966,0.9670012371028835,1.1032379371283447e-06,0.015315280543230296,184876.9999999999,379107.9999999993,0.015315277727089254,0.00016487321460279192,0.00013690313664821134,0.0
